,hotel_id,hotel_amenities,image_available_for_category
18725,79088,Parking Facility,
18726,50690,Parking Facility,
18727,15232,Parking Facility,
18728,88651,Parking Facility,
18729,90302,Parking Facility,
18730,84027,Parking Facility,
18731,53106,Parking Facility,
18732,84367,Dining Area|Parking Facility,
18733,62044,Dining Area|Parking Facility,
18734,11447,Parking Facility,
18735,35758,Parking Facility,
18736,15235,Parking Facility|Dining Area,Dining
18737,79988,Parking Facility,
18738,13885,Parking Facility,
18739,13905,Parking Facility,
18740,17935,Parking Facility,
18741,61012,Parking Facility,
18742,103200,Parking Facility,
18743,103487,Parking Facility,
18744,36622,Parking Facility,
18745,62320,Bar|Parking Facility,
18746,100216,Parking Facility,
18747,53961,Parking Facility,
18748,100610,Parking Facility,
18749,86578,Parking Facility,
18750,98849,Parking Facility,
18751,102109,Parking Facility,
18752,2528,Parking Facility,
18753,80902,Parking Facility,
18754,37364,Parking Facility|Dining Area,Dining
18755,35435,Parking Facility,
18756,39018,Parking Facility,
18757,20022,Parking Facility,
18758,103608,Parking Facility,
18759,48893,Parking Facility,
18760,13328,Parking Facility,
18761,14647,Parking Facility,
18762,102275,Parking Facility,Parking
18763,82691,Parking Facility,
18764,103034,Parking Facility,Parking
18765,102719,Parking Facility,
18766,75041,Parking Facility|Dining Area,
18767,94661,Parking Facility,Parking
18768,2075,Parking Facility,
18769,88693,Parking Facility,
18770,90611,Parking Facility,
18771,89565,Parking Facility,
18772,62944,Parking Facility|Dining Area,
18773,82517,Parking Facility|Dining Area,
18774,95111,Parking Facility,
18775,78953,Parking Facility,
18776,74439,Parking Facility,
18777,100784,Parking Facility,
18778,37696,Parking Facility,
18779,99448,Parking Facility,
18780,51700,Parking Facility|Dining Area,Dining
18781,51115,Parking Facility,
18782,17789,Parking Facility,
18783,44255,Parking Facility,
18784,39465,Parking Facility,
18785,37834,Parking Facility,
18786,36045,Parking Facility,
18787,44837,Parking Facility|Dining Area,
18788,85217,Dining Area,
18789,12130,Dining Area,
18790,55466,Dining Area,Dining
18791,88187,Dining Area,
18792,48150,Dining Area,
18793,95252,Board Games|Garden/Backyard|In-house Restaurant|Bar|Parking Facility,Restaurant|Lawn
18794,101383,Board Games|Garden/Backyard|In-house Restaurant|Parking Facility|Bar|Dining Area,Restaurant
18795,83152,In-house Restaurant|Garden/Backyard|Swimming Pool|Bar|Parking Facility,Pool|Lawn
18796,77167,In-house Restaurant,
18797,40078,In-house Restaurant|Dining Area,Restaurant
18798,83577,Garden/Backyard|Swimming Pool|In-house Restaurant|Parking Facility|Dining Area,Pool
18799,45439,Garden/Backyard|Parking Facility,Lawn
18800,18045,Garden/Backyard|In-house Restaurant|Dining Area|Parking Facility,Lawn|Restaurant
18801,92521,Garden/Backyard|Swimming Pool|Conference Room|In-house Restaurant|Parking Facility|Dining Area,Pool|Restaurant
18802,46792,Garden/Backyard|Parking Facility|Dining Area,Dining
18803,43678,Garden/Backyard|Conference Room|In-house Restaurant|Dining Area|Parking Facility,
18804,90901,Swimming Pool|Parking Facility|Dining Area,Pool
18805,37927,Conference Room|Parking Facility,
18806,12397,Conference Room|In-house Restaurant|Gym|Parking Facility|Bar,Restaurant
18807,62773,Swimming Pool|Conference Room|In-house Restaurant|Parking Facility|Gym|Dining Area,Restaurant
18808,81476,Conference Room|In-house Restaurant|Gym|Dining Area,
18809,40520,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
18810,53210,Conference Room|Dining Area,
18811,78973,Swimming Pool|In-house Restaurant,Restaurant|Pool
18812,14625,Conference Room|Swimming Pool|In-house Restaurant|Dining Area|Parking Facility,Pool|Restaurant
18813,3400,Conference Room|In-house Restaurant|Parking Facility|Bar|Dining Area,Dining|Restaurant
18814,48904,Conference Room|In-house Restaurant|Parking Facility|Bar|Dining Area,Restaurant
18815,14192,Conference Room|Swimming Pool|In-house Restaurant|Dining Area|Parking Facility,Restaurant
18816,90181,Conference Room|Parking Facility,
18817,3282,Swimming Pool|Dining Area|Bar,Pool|Restaurant
18818,36599,Conference Room|In-house Restaurant|Parking Facility,Restaurant
18819,49776,Conference Room|In-house Restaurant|Parking Facility|Dining Area|Gym,Restaurant
18820,86167,Conference Room,
18821,7194,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
18822,81681,In-house Restaurant,Restaurant
18823,50212,In-house Restaurant,
18824,93736,In-house Restaurant|Dining Area,
18825,15348,In-house Restaurant|Parking Facility,
18826,93328,In-house Restaurant|Parking Facility|Dining Area,
18827,42441,In-house Restaurant|Parking Facility,
18828,11177,In-house Restaurant,Restaurant
18829,711,In-house Restaurant|Bar|Dining Area,Restaurant
18830,56796,In-house Restaurant|Dining Area,Dining
18831,51427,In-house Restaurant|Dining Area,Restaurant
18832,59375,In-house Restaurant|Dining Area,Restaurant
18833,89700,In-house Restaurant|Dining Area,Restaurant
18834,7723,In-house Restaurant|Dining Area|Parking Facility|Bar,Restaurant
18835,43943,In-house Restaurant|Dining Area,Restaurant
18836,38551,In-house Restaurant|Parking Facility|Dining Area,Restaurant
18837,13247,In-house Restaurant,Restaurant
18838,38872,In-house Restaurant|Dining Area|Bar,Restaurant
18839,59240,In-house Restaurant|Parking Facility|Dining Area,Restaurant
18840,58166,In-house Restaurant|Parking Facility|Dining Area,
18841,8080,In-house Restaurant|Dining Area|Parking Facility,Restaurant
18842,40655,In-house Restaurant|Parking Facility|Dining Area,Restaurant
18843,46952,In-house Restaurant|Dining Area|Parking Facility,Restaurant
18844,89717,In-house Restaurant|Bar,Restaurant
18845,3127,In-house Restaurant|Dining Area|Bar|Parking Facility,Restaurant
18846,49050,Parking Facility,
18847,50240,Parking Facility,
18848,37491,Parking Facility,
18849,58776,Parking Facility|Dining Area,
18850,94979,Parking Facility,
18851,4179,Parking Facility,
18852,6111,Parking Facility,
18853,61856,Parking Facility|Bar,Restaurant
18854,79718,Parking Facility,
18855,52943,Parking Facility,
18856,81788,Dining Area|Gym|Parking Facility,
18857,50364,Dining Area,
18858,14827,Dining Area|Parking Facility,
18859,7011,Dining Area|Parking Facility,
18860,53500,Dining Area|Parking Facility,
18861,38976,Dining Area|Parking Facility,
18862,75643,Dining Area,
18863,4334,Parking Facility,
18864,13629,Parking Facility,
18865,53550,Parking Facility,
18866,49177,Parking Facility,
18867,99462,Parking Facility,
18868,39592,Parking Facility,
18869,15387,Parking Facility,
18870,38090,Parking Facility,
18871,101110,Parking Facility,Parking
18872,98225,Parking Facility,
18873,84927,Parking Facility,
18874,36934,Parking Facility,
18875,57412,Parking Facility,
18876,38700,Parking Facility,
18877,101234,Parking Facility,
18878,2978,Dining Area|Parking Facility,
18879,84072,Parking Facility,
18880,12988,Parking Facility,
18881,78928,Parking Facility,
18882,81645,Parking Facility,
18883,87160,Parking Facility,
18884,96588,Parking Facility,
18885,91652,Parking Facility,
18886,50718,Parking Facility,
18887,74495,Parking Facility,
18888,101954,Parking Facility|Dining Area,
18889,74009,Parking Facility,
18890,91542,Parking Facility,Parking
18891,45135,Parking Facility,
18892,78503,Garden/Backyard|Parking Facility,
18893,62781,Parking Facility,
18894,85363,Parking Facility,
18895,89888,Parking Facility,
18896,86699,Parking Facility,
18897,53230,Parking Facility,
18898,87599,Parking Facility,
18899,98396,Parking Facility,
18900,93587,Parking Facility,
18901,82702,Parking Facility,
18902,37229,Parking Facility,
18903,15280,Parking Facility,
18904,42933,Parking Facility,
18905,16014,Dining Area,
18906,41403,Dining Area,
18907,416,Dining Area,
18908,45768,Dining Area,
18909,93303,Dining Area,
18910,91241,In-house Restaurant|Parking Facility|Dining Area,
18911,13753,In-house Restaurant|Parking Facility|Dining Area,Restaurant
18912,59344,In-house Restaurant|Conference Room|Bar|Parking Facility|Dining Area,Restaurant
18913,37820,In-house Restaurant|Dining Area|Bar|Parking Facility,Restaurant
18914,58489,Garden/Backyard|Parking Facility|Dining Area,
18915,45712,Garden/Backyard|In-house Restaurant|Parking Facility,Restaurant
18916,82230,Garden/Backyard|Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
18917,45900,Garden/Backyard|Conference Room|Dining Area|Parking Facility,
18918,76841,Garden/Backyard|Parking Facility,
18919,76402,Garden/Backyard|Parking Facility,
18920,78627,Garden/Backyard,Lawn
18921,75097,Garden/Backyard|Parking Facility|Dining Area,
18922,82556,Parking Facility|Swimming Pool|Gym|Dining Area,Pool|Dining
18923,85824,Parking Facility,
18924,7588,Conference Room|Parking Facility,Boardroom
18925,91053,Swimming Pool|Dining Area|Garden/Backyard,Pool
18926,6120,Conference Room|In-house Restaurant|Bar|Dining Area|Parking Facility,Restaurant
18927,97198,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
18928,87610,Swimming Pool|Parking Facility|Dining Area|Gym,Dining|Pool
18929,47526,Conference Room|Dining Area,
18930,604,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Boardroom|Restaurant
18931,17651,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Restaurant
18932,40489,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Restaurant
18933,86730,Conference Room|Swimming Pool|In-house Restaurant|Dining Area|Parking Facility,Pool
18934,1167,Conference Room|Dining Area|Parking Facility,
18935,2967,Conference Room|Parking Facility|Bar|Dining Area,Restaurant
18936,48409,Conference Room|Parking Facility|Dining Area,
18937,9689,Swimming Pool|In-house Restaurant|Parking Facility|Dining Area,Pool|Restaurant
18938,12234,Conference Room|Parking Facility,
18939,56104,Conference Room|In-house Restaurant|Bar|Dining Area|Parking Facility,Restaurant
18940,4435,Conference Room|Parking Facility,
18941,3279,Conference Room|Parking Facility|Dining Area,
18942,13747,Swimming Pool|Parking Facility|Bar|Dining Area,
18943,87202,Swimming Pool|Parking Facility,Pool
18944,54003,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
18945,88690,In-house Restaurant|Parking Facility,
18946,61572,In-house Restaurant|Parking Facility|Dining Area,
18947,95834,In-house Restaurant|Parking Facility,Restaurant
18948,82531,In-house Restaurant|Dining Area,
18949,95986,In-house Restaurant|Parking Facility,
18950,95550,In-house Restaurant|Parking Facility,
18951,99558,In-house Restaurant,Restaurant
18952,101819,In-house Restaurant|Parking Facility,
18953,53081,In-house Restaurant|Parking Facility,Restaurant
18954,73553,In-house Restaurant|Parking Facility|Dining Area,
18955,87180,In-house Restaurant|Dining Area|Parking Facility,
18956,76596,In-house Restaurant|Parking Facility|Dining Area,Restaurant
18957,57288,In-house Restaurant|Parking Facility|Bar,
18958,11829,In-house Restaurant|Parking Facility,Restaurant
18959,55474,In-house Restaurant|Dining Area|Parking Facility,Restaurant
18960,57249,In-house Restaurant|Dining Area,Restaurant
18961,42168,In-house Restaurant|Dining Area,
18962,15972,In-house Restaurant|Parking Facility,
18963,5656,In-house Restaurant|Gym|Parking Facility,Restaurant
18964,45875,In-house Restaurant|Parking Facility,
18965,104547,In-house Restaurant|Parking Facility,Restaurant
18966,15843,In-house Restaurant|Parking Facility,Restaurant
18967,103183,In-house Restaurant|Bar|Parking Facility|Dining Area,Parking
18968,89703,In-house Restaurant|Dining Area|Parking Facility,
18969,97474,In-house Restaurant|Dining Area,
18970,43335,In-house Restaurant|Dining Area|Bar|Parking Facility,Restaurant
18971,49506,In-house Restaurant|Parking Facility,Restaurant
18972,51151,Parking Facility,
18973,103473,Parking Facility,
18974,40964,Parking Facility|Dining Area,
18975,83909,Parking Facility|Dining Area,
18976,90923,Parking Facility,
18977,74186,Parking Facility,
18978,94515,Parking Facility,
18979,43068,Parking Facility|Dining Area,Dining
18980,90175,Parking Facility,
18981,55747,Dining Area|Parking Facility,
18982,58042,Dining Area,
18983,14948,Bar,
18984,8063,Parking Facility,
18985,86907,Parking Facility|Dining Area,
18986,99760,Parking Facility,
18987,104550,Parking Facility,
18988,73145,Parking Facility,
18989,79828,Parking Facility,
18990,56664,Parking Facility,
18991,7003,Parking Facility,
18992,57536,Parking Facility,
18993,87630,Parking Facility,
18994,98098,Parking Facility,
18995,39344,Parking Facility|Dining Area,
18996,101667,Parking Facility,
18997,90490,Parking Facility,
18998,47090,Parking Facility,
18999,48128,Parking Facility|Dining Area,
19000,87312,Parking Facility,
19001,97960,Parking Facility,
19002,100660,Parking Facility|Dining Area,
19003,100033,Parking Facility,
19004,101687,Parking Facility,
19005,55030,Dining Area,
19006,55173,Dining Area|Parking Facility,
19007,99575,Parking Facility,
19008,102587,Parking Facility,
19009,35879,Parking Facility|Dining Area,
19010,12822,Parking Facility,
19011,83591,Parking Facility,
19012,87045,Parking Facility,
19013,12392,Parking Facility|Gym,
19014,44263,Parking Facility|Dining Area,
19015,94937,Parking Facility,
19016,102545,Parking Facility,
19017,5785,Parking Facility,
19018,3251,Parking Facility|Dining Area,
19019,37395,Parking Facility,
19020,157,Parking Facility,
19021,60407,Parking Facility,
19022,58458,Parking Facility,
19023,45276,Parking Facility,
19024,94065,Parking Facility,Parking
19025,92138,Parking Facility,
19026,89728,Garden/Backyard|Dining Area,
19027,12712,Parking Facility,
19028,74605,Parking Facility|Dining Area,
19029,92130,Parking Facility,Parking
19030,99164,Parking Facility,
19031,98855,Parking Facility,
19032,89247,Parking Facility,
19033,101836,Parking Facility,
19034,76844,Parking Facility,
19035,83878,Parking Facility|Bar,Restaurant
19036,50094,Parking Facility,
19037,48609,Dining Area,
19038,73691,Dining Area|Garden/Backyard,
19039,4452,Dining Area,
19040,97488,Board Games|Parking Facility|Dining Area,
19041,75204,In-house Restaurant|Parking Facility,Restaurant
19042,52653,In-house Restaurant|Dining Area,Restaurant
19043,86702,Garden/Backyard|Parking Facility,
19044,91351,Garden/Backyard|Conference Room|Swimming Pool|In-house Restaurant|Parking Facility|Dining Area,
19045,98832,Garden/Backyard|Swimming Pool,Pool|Lawn
19046,91489,Garden/Backyard|Swimming Pool|Parking Facility|Dining Area,Pool
19047,98523,Garden/Backyard|Parking Facility,
19048,90760,Garden/Backyard|Parking Facility|Dining Area,
19049,61448,Garden/Backyard|In-house Restaurant|Parking Facility,Restaurant
19050,1603,Parking Facility|In-house Restaurant|Dining Area,Restaurant
19051,2210,Parking Facility|Conference Room,
19052,82666,Parking Facility,
19053,87329,Parking Facility,
19054,101999,Board Games|Swimming Pool|Parking Facility,Pool
19055,44556,Spa,
19056,12116,Conference Room|In-house Restaurant|Gym|Bar|Parking Facility,
19057,91989,Swimming Pool|Parking Facility,Parking|Pool
19058,84750,Conference Room|Parking Facility|Garden/Backyard,
19059,79251,Swimming Pool|In-house Restaurant|Gym,Pool|Restaurant
19060,103158,Swimming Pool,Pool
19061,3113,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Restaurant
19062,5346,Conference Room,Boardroom
19063,99710,Swimming Pool,Pool
19064,5515,Swimming Pool|Conference Room|In-house Restaurant|Parking Facility|Dining Area,
19065,100039,Swimming Pool|In-house Restaurant,
19066,16591,Conference Room|Parking Facility,
19067,7911,Conference Room|In-house Restaurant|Parking Facility|Dining Area|Bar,Restaurant
19068,14324,Conference Room|Parking Facility,Boardroom
19069,13300,Conference Room|Parking Facility,
19070,1004,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Restaurant|Boardroom
19071,430,Conference Room|In-house Restaurant|Parking Facility|Bar|Dining Area,Boardroom|Restaurant
19072,94788,Swimming Pool|Parking Facility|Dining Area|Gym,Pool
19073,1957,In-house Restaurant|Dining Area|Bar|Parking Facility,
19074,3307,In-house Restaurant|Parking Facility,
19075,85802,In-house Restaurant|Dining Area,
19076,58472,In-house Restaurant|Bar|Parking Facility|Dining Area,Restaurant
19077,35162,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19078,43217,In-house Restaurant,
19079,37066,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19080,53387,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19081,19738,In-house Restaurant|Parking Facility|Dining Area,
19082,13466,In-house Restaurant|Parking Facility,Restaurant
19083,83400,In-house Restaurant|Dining Area,Restaurant
19084,89537,In-house Restaurant|Parking Facility,Restaurant
19085,41853,In-house Restaurant|Parking Facility,
19086,5076,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19087,101057,In-house Restaurant|Dining Area|Parking Facility,
19088,10316,In-house Restaurant|Parking Facility,
19089,39015,In-house Restaurant|Dining Area,Restaurant
19090,81957,In-house Restaurant|Games Room|Bar|Dining Area,Fun Area|Restaurant
19091,57409,In-house Restaurant|Dining Area,Dining
19092,103498,Parking Facility,
19093,45287,Parking Facility|Dining Area,
19094,88991,Parking Facility,
19095,91823,Parking Facility,
19096,92110,Parking Facility,
19097,93190,Parking Facility,
19098,93747,Parking Facility|Dining Area,
19099,17938,Parking Facility,
19100,74934,Parking Facility,
19101,15252,Parking Facility,
19102,88817,Parking Facility,
19103,89891,Parking Facility,
19104,61172,Parking Facility,
19105,62950,Parking Facility,Parking
19106,51714,Parking Facility,
19107,62500,Dining Area|Parking Facility,
19108,47703,Dining Area|Parking Facility,
19109,104398,Parking Facility,Parking
19110,75629,Parking Facility|Bar,Restaurant
19111,87489,Parking Facility,
19112,49790,Parking Facility,
19113,98278,Parking Facility,
19114,100188,Parking Facility,
19115,17024,Parking Facility,
19116,2669,Parking Facility,
19117,51306,Parking Facility,
19118,101684,Parking Facility,
19119,16262,Parking Facility|Dining Area,
19120,55446,Parking Facility,
19121,95263,Parking Facility,
19122,91705,Parking Facility,
19123,95682,Parking Facility,
19124,55609,Dining Area|Parking Facility,Dining
19125,94954,Parking Facility,
19126,100486,Parking Facility,
19127,85082,Parking Facility,
19128,39772,Parking Facility,
19129,5054,Parking Facility,
19130,51120,Parking Facility,
19131,45743,Parking Facility,
19132,88682,Parking Facility,
19133,15550,Parking Facility,
19134,55300,Parking Facility,
19135,47256,Parking Facility|Dining Area,Dining
19136,97513,Garden/Backyard|Parking Facility,
19137,1313,Parking Facility,
19138,80767,Parking Facility|Dining Area,
19139,84902,Parking Facility,
19140,6688,Parking Facility,
19141,39468,Parking Facility,
19142,93176,Parking Facility|Garden/Backyard,
19143,91939,Parking Facility,
19144,85844,Parking Facility,
19145,62022,Parking Facility|Dining Area,
19146,77184,Parking Facility,
19147,78669,Parking Facility,
19148,81369,Parking Facility,
19149,76281,Parking Facility,
19150,83729,Dining Area,
19151,43355,Dining Area,
19152,42328,Dining Area,
19153,56543,Dining Area,
19154,101974,Board Games|Garden/Backyard|Parking Facility|Dining Area,
19155,92417,In-house Restaurant|Garden/Backyard|Parking Facility|Bar|Dining Area,Restaurant
19156,92535,In-house Restaurant|Parking Facility,
19157,1808,In-house Restaurant|Conference Room|Parking Facility|Dining Area,Restaurant
19158,52777,In-house Restaurant|Parking Facility|Dining Area,
19159,18239,In-house Restaurant|Parking Facility|Dining Area,
19160,51607,Garden/Backyard|Swimming Pool|Parking Facility|Dining Area,
19161,44280,Garden/Backyard|Parking Facility|Dining Area,Lawn|Dining
19162,3088,Garden/Backyard|Conference Room|Swimming Pool|In-house Restaurant|Board Games|Dining Area|Parking Facility,Pool|Restaurant
19163,94062,Garden/Backyard|In-house Restaurant|Parking Facility|Dining Area,Dining
19164,85962,Garden/Backyard|Parking Facility|Dining Area,
19165,75350,Garden/Backyard|Swimming Pool|Conference Room|In-house Restaurant|Parking Facility,Pool|Restaurant
19166,9700,Parking Facility|Conference Room,
19167,51005,Spa|Parking Facility,
19168,86865,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
19169,2396,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Boardroom|Restaurant
19170,95142,Swimming Pool|Parking Facility|Dining Area|Gym,
19171,46651,Conference Room|In-house Restaurant,Restaurant
19172,101358,Conference Room|Parking Facility,
19173,80129,Swimming Pool|Parking Facility|Gym|Dining Area,Pool|Dining|Parking
19174,15100,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
19175,78509,Swimming Pool,
19176,92850,Conference Room|Dining Area|Parking Facility,
19177,102896,Conference Room|In-house Restaurant|Spa|Parking Facility|Dining Area,
19178,90178,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
19179,41226,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
19180,94374,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
19181,90473,Conference Room|Swimming Pool|In-house Restaurant|Spa|Garden/Backyard|Parking Facility|Dining Area,
19182,45630,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
19183,2258,Conference Room|Swimming Pool|In-house Restaurant|Dining Area|Bar|Parking Facility,Restaurant
19184,739,Swimming Pool|Conference Room|Gym|Bar|Parking Facility,
19185,100331,Swimming Pool|In-house Restaurant|Parking Facility,Pool|Parking
19186,10192,Conference Room|In-house Restaurant|Parking Facility|Bar|Dining Area,Restaurant
19187,62185,Conference Room|In-house Restaurant|Bar|Parking Facility|Dining Area,Restaurant
19188,62075,Conference Room|In-house Restaurant|Bar|Dining Area,
19189,54287,Swimming Pool,Pool
19190,43479,Swimming Pool|Conference Room|Parking Facility,Pool|Boardroom
19191,53525,Conference Room|In-house Restaurant|Dining Area,
19192,48578,Swimming Pool|Gym|Dining Area,Pool
19193,37969,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
19194,13112,In-house Restaurant|Parking Facility,
19195,75232,In-house Restaurant|Parking Facility|Dining Area,
19196,48451,In-house Restaurant,Restaurant
19197,49174,In-house Restaurant|Dining Area|Parking Facility,
19198,97758,In-house Restaurant|Parking Facility|Bar|Dining Area|Garden/Backyard,Restaurant
19199,75260,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19200,596,In-house Restaurant|Dining Area,Restaurant
19201,90639,In-house Restaurant,
19202,17463,In-house Restaurant,Restaurant
19203,18101,In-house Restaurant|Parking Facility,
19204,35896,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19205,88516,In-house Restaurant|Parking Facility,
19206,60590,In-house Restaurant,
19207,9877,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19208,146,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19209,12842,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19210,17927,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19211,84952,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19212,48918,Parking Facility,
19213,18810,Parking Facility|Dining Area,
19214,103470,Parking Facility,
19215,55615,Parking Facility,
19216,93781,Parking Facility,
19217,46814,Parking Facility,
19218,59499,Parking Facility,
19219,91379,Parking Facility,
19220,73854,Parking Facility,
19221,88544,Parking Facility,
19222,87503,Parking Facility,
19223,90752,Parking Facility,
19224,51570,Parking Facility,
19225,62801,Parking Facility,
19226,62342,Parking Facility,
19227,52636,Parking Facility|Dining Area,
19228,53061,Parking Facility,
19229,17173,Parking Facility,
19230,76408,Parking Facility,
19231,37682,Parking Facility,
19232,17322,Parking Facility,
19233,47838,Parking Facility|Dining Area,
19234,61735,Parking Facility,
19235,47239,Parking Facility|Dining Area,
19236,8010,Parking Facility|Dining Area|In-house Restaurant,
19237,100933,Parking Facility,
19238,7602,Parking Facility,
19239,99420,Parking Facility,
19240,55921,Parking Facility,
19241,15227,Parking Facility,
19242,40523,Parking Facility|Dining Area,Dining
19243,48274,Parking Facility,
19244,35137,Parking Facility,
19245,49655,Parking Facility|Dining Area,Dining|Parking
19246,60722,Parking Facility,
19247,50254,Parking Facility,
19248,100317,Parking Facility,
19249,101676,Parking Facility,
19250,53826,Dining Area,
19251,20146,Dining Area,
19252,99600,Dining Area|Parking Facility,
19253,95238,Parking Facility,Parking
19254,97527,Parking Facility|Dining Area,Dining
19255,83563,Parking Facility,
19256,877,Parking Facility|Dining Area,
19257,57406,Parking Facility,
19258,104221,Parking Facility,
19259,38554,Parking Facility,
19260,18675,Parking Facility,
19261,38568,Parking Facility,
19262,51871,Parking Facility,
19263,59825,Parking Facility|Dining Area,
19264,57693,Parking Facility,
19265,62936,Parking Facility,
19266,93013,Parking Facility,
19267,82719,Parking Facility,
19268,59645,Parking Facility,
19269,81617,Parking Facility,
19270,60081,Parking Facility,
19271,61316,Parking Facility,
19272,96602,Parking Facility,
19273,95854,Parking Facility,
19274,53716,Parking Facility,
19275,80278,Parking Facility,
19276,47048,Parking Facility,
19277,100925,Parking Facility,
19278,45481,Parking Facility,
19279,84016,Parking Facility,
19280,50715,Parking Facility,
19281,6691,Parking Facility,
19282,44857,Parking Facility,
19283,50389,Dining Area,
19284,48170,Dining Area,
19285,14515,Dining Area,
19286,79254,Board Games,
19287,73733,Spa|Dining Area|Parking Facility,
19288,95387,Spa|Parking Facility,
19289,92276,In-house Restaurant|Dining Area,
19290,55488,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19291,58759,Garden/Backyard|Swimming Pool|Parking Facility,Pool|Lawn
19292,100655,Garden/Backyard|Parking Facility,
19293,84047,Garden/Backyard|In-house Restaurant|Parking Facility,
19294,100964,Garden/Backyard|Swimming Pool|Conference Room|In-house Restaurant|Bar|Dining Area|Parking Facility,Pool|Restaurant|Lawn|Parking
19295,80458,Garden/Backyard|Swimming Pool|Parking Facility,Lawn
19296,85402,Garden/Backyard|Parking Facility,
19297,1437,Bar|Conference Room|Parking Facility,
19298,43805,Parking Facility|Conference Room|In-house Restaurant|Dining Area,
19299,2525,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Boardroom|Restaurant
19300,96273,Swimming Pool|In-house Restaurant|Parking Facility,Pool|Restaurant
19301,43830,Conference Room|In-house Restaurant|Bar|Parking Facility,Restaurant
19302,37972,Conference Room|In-house Restaurant|Dining Area|Parking Facility,
19303,39153,Conference Room|Parking Facility|Dining Area,
19304,90161,Conference Room|Swimming Pool|In-house Restaurant|Gym|Parking Facility|Dining Area,
19305,267,Conference Room|Parking Facility|Dining Area,
19306,1904,Conference Room|Parking Facility|Dining Area,
19307,49354,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
19308,83619,Conference Room|Parking Facility,
19309,50085,Conference Room|Swimming Pool|In-house Restaurant|Spa|Gym|Dining Area|Parking Facility,Pool|Restaurant
19310,2666,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant
19311,7155,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
19312,99437,Swimming Pool|In-house Restaurant|Parking Facility|Bar,
19313,53227,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Restaurant
19314,103048,Swimming Pool|In-house Restaurant|Bar|Parking Facility,Pool
19315,54864,Swimming Pool|Parking Facility,Pool|Parking
19316,1136,Conference Room|Dining Area|Parking Facility,
19317,4767,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
19318,85948,Swimming Pool|Gym|Dining Area,Dining|Pool
19319,97952,In-house Restaurant|Parking Facility|Bar|Gym,Restaurant
19320,87053,In-house Restaurant,Restaurant
19321,51143,In-house Restaurant|Dining Area|Parking Facility,
19322,81805,In-house Restaurant|Bar,
19323,20014,In-house Restaurant|Bar|Parking Facility|Dining Area,Restaurant
19324,47855,In-house Restaurant|Dining Area|Parking Facility|Garden/Backyard,Restaurant
19325,56062,In-house Restaurant|Dining Area,
19326,76242,In-house Restaurant|Bar,Restaurant
19327,39631,In-house Restaurant|Dining Area,Restaurant
19328,2503,In-house Restaurant|Bar|Parking Facility|Dining Area,Restaurant
19329,36467,In-house Restaurant|Dining Area|Parking Facility,Restaurant
19330,45644,In-house Restaurant|Dining Area|Parking Facility,
19331,48465,In-house Restaurant|Bar|Dining Area|Parking Facility,Restaurant
19332,593,In-house Restaurant|Parking Facility|Dining Area,
19333,50527,In-house Restaurant|Parking Facility|Dining Area,Restaurant
19334,75519,In-house Restaurant,Restaurant
19335,41414,In-house Restaurant|Parking Facility|Dining Area,
19336,4874,In-house Restaurant|Parking Facility|Bar|Dining Area,Restaurant
19337,8977,In-house Restaurant|Parking Facility,Restaurant
19338,39769,In-house Restaurant|Parking Facility,Restaurant
