,hotel_id,mrc_images_score,actual_room_categories,images_available_for_categories
22640,7268,10.0,Saver Single (X)|NON AC Saver|Classic (2X)|Classic (2X),Saver Single (X)|NON AC Saver|Classic (2X)|Classic (2X)
22641,94060,10.0,Deluxe (3X)|Suite (4X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)
22642,62166,10.0,SPOT ON NON-AC,SPOT ON NON-AC
22643,92232,10.0,SPOT ON NON-AC,SPOT ON NON-AC
22644,42419,10.0,Saver Single (X)|Saver Double (X)|Classic (2X)|Classic (2X),Saver Single (X)|Saver Double (X)|Classic (2X)|Classic (2X)
22645,81170,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
22646,78197,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
22647,94170,6.666666666666666,Saver Double (X)|Deluxe (3X)|Classic (2X),Saver Double (X)|Classic (2X)
22648,104528,0.0,Saver Double (X)|Classic (2X),
22649,101378,0.0,SPOT ON NON-AC,
22650,89872,5.0,Classic (2X)|Deluxe (3X),Deluxe (3X)
22651,80599,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON|SPOT ON
22652,93897,10.0,Deluxe (3X)|Suite (4X),Deluxe (3X)|Suite (4X)
22653,19663,0.0,Classic (2X),
22654,78473,10.0,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON
22655,52918,10.0,Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X)
22656,56333,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
22657,20265,0.0,Classic (2X),
22658,13242,0.0,Classic (2X),
22659,13273,0.0,Classic (2X),
22660,87299,0.0,Classic (2X),
22661,15492,0.0,Classic (2X),
22662,39418,0.0,Classic (2X),
22663,76397,0.0,Classic (2X),
22664,45724,0.0,Classic (2X)|Classic (2X),
22665,19393,0.0,Classic (2X),
22666,98976,10.0,Classic (2X),Classic (2X)
22667,39016,10.0,Classic (2X),Classic (2X)
22668,8646,10.0,Classic (2X),Classic (2X)
22669,78498,10.0,SPOT ON|SPOT ON SAVER|SPOT ON NON-AC SAVER,SPOT ON|SPOT ON SAVER|SPOT ON NON-AC SAVER
22670,86258,0.0,Classic (2X)|Classic (2X),
22671,42875,10.0,Suite (4X)|Deluxe (3X)|Classic (2X),Suite (4X)|Deluxe (3X)|Classic (2X)
22672,4441,10.0,Suite (4X)|Classic (2X)|Classic (2X),Suite (4X)|Classic (2X)|Classic (2X)
22673,96726,10.0,Comfort Suite|Standard Two Beds|Standard Suite,Comfort Suite|Standard Two Beds|Standard Suite
22674,85794,10.0,Deluxe (3X),Deluxe (3X)
22675,95258,10.0,Deluxe (3X)|Suite (4X),Deluxe (3X)|Suite (4X)
22676,51667,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22677,50916,10.0,Deluxe (3X),Deluxe (3X)
22678,27324,10.0,Deluxe (3X)|Suite (4X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)
22679,48705,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22680,84590,10.0,SPOT ON NON-AC,SPOT ON NON-AC
22681,98082,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22682,41249,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
22683,39269,10.0,Classic (2X),Classic (2X)
22684,91644,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
22685,48123,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
22686,74763,10.0,Suite (4X)|Classic (2X)|Classic (2X),Suite (4X)|Classic (2X)|Classic (2X)
22687,39438,10.0,Classic (2X),Classic (2X)
22688,16580,10.0,Classic (2X),Classic (2X)
22689,15779,10.0,Classic (2X),Classic (2X)
22690,37061,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22691,41685,10.0,Classic (2X),Classic (2X)
22692,62616,10.0,Classic (2X),Classic (2X)
22693,19092,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22694,7091,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22695,95365,10.0,SPOT ON,SPOT ON
22696,55593,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22697,92094,10.0,Classic (2X),Classic (2X)
22698,97806,10.0,Classic (2X),Classic (2X)
22699,100740,10.0,Classic (2X),Classic (2X)
22700,52631,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22701,20315,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22702,61446,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22703,43032,10.0,Classic (2X),Classic (2X)
22704,684,10.0,Classic (2X),Classic (2X)
22705,88930,10.0,SPOT ON Basic|SPOT ON Basic,SPOT ON Basic|SPOT ON Basic
22706,14128,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22707,85631,10.0,Classic (2X),Classic (2X)
22708,55143,10.0,Classic (2X),Classic (2X)
22709,37781,10.0,Classic (2X),Classic (2X)
22710,83285,10.0,Classic (2X),Classic (2X)
22711,92834,10.0,Classic (2X),Classic (2X)
22712,98206,10.0,Classic (2X),Classic (2X)
22713,40473,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22714,13855,10.0,Classic (2X),Classic (2X)
22715,3837,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22716,58127,10.0,Classic (2X),Classic (2X)
22717,62624,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22718,102429,7.5,Vietnam Standard Double|Vietnam Deluxe Double|Vietnam Deluxe Twin|Classic (2X),Vietnam Standard Double|Vietnam Deluxe Double|Vietnam Deluxe Twin|
22719,77501,10.0,SPOT ON|SPOT ON Deluxe|SPOT ON SAVER,SPOT ON|SPOT ON Deluxe|SPOT ON SAVER
22720,36230,10.0,Classic (2X)|Classic (2X)|Saver Single (X)|Saver Double (X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Single (X)|Saver Double (X)|Saver Double (X)
22721,89131,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22722,78992,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
22723,753,10.0,Classic (2X)|Classic (2X)|Saver Single (X),Classic (2X)|Classic (2X)|Saver Single (X)
22724,97656,5.0,Classic (2X)|SPOT ON|SPOT ON,Classic (2X)|
22725,97535,10.0,Classic (2X),Classic (2X)
22726,84665,10.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER|SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER|SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC
22727,10186,8.333333333333334,Deluxe Double|Suite Family|Classic (2X)|Standard Twin|Standard Double|Suite Triple,Deluxe Double|Suite Family|Standard Twin|Standard Double|Suite Triple
22728,99644,0.0,Classic (2X),
22729,89722,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON
22730,98415,10.0,Deluxe (3X),Deluxe (3X)
22731,86158,10.0,SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON
22732,90807,5.0,Indonesia Standard Double|Monthly standard single Room ,Indonesia Standard Double|
22733,49086,10.0,Suite Triple|Standard Double|Standard Double|Standard Single - Malaysia|Standard Single - Malaysia,Suite Triple|Standard Double|Standard Double|Standard Single - Malaysia|Standard Single - Malaysia
22734,102915,8.333333333333334,Standard Double|Deluxe Double|Standard Twin|1 Bedroom Suite|Thailand Family Suite|2 Bedroom Suite,Standard Double|Deluxe Double|Standard Twin|Thailand Family Suite|2 Bedroom Suite
22735,75414,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22736,87770,10.0,Classic (2X),Classic (2X)
22737,99917,8.75,Double Room|Twin Room|Quintuple Room (1 Double bed + 3 Single bed)|Classic (2X)|Triple Room (1 Double bed + 1 Single bed)|Quintuple Room (5 Single beds)|Triple Room (3 Single beds)|Individual Room,Double Room|Twin Room|Quintuple Room (1 Double bed + 3 Single bed)|Triple Room (1 Double bed + 1 Single bed)|Quintuple Room (5 Single beds)|Triple Room (3 Single beds)|Individual Room
22738,53232,10.0,Classic (2X)|Saver Double (X)|Deluxe (3X),Classic (2X)|Saver Double (X)|Deluxe (3X)
22739,83298,10.0,Philippines Suite Family|Standard Triple|Philippines Suite Triple |Philippines Standard Double ,Philippines Suite Family|Standard Triple|Philippines Suite Triple |Philippines Standard Double 
22740,98131,10.0,Classic (2X),Classic (2X)
22741,61346,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22742,97805,7.5,Philippines Suite Family|Superior Family Room|Premier Family Room|Philippines Deluxe Double ,Philippines Suite Family|Superior Family Room|Philippines Deluxe Double 
22743,92008,10.0,Classic (2X)|Premium (5X)|Presidential (7X)|Luxury (6X)|Deluxe (3X),Classic (2X)|Premium (5X)|Presidential (7X)|Luxury (6X)|Deluxe (3X)
22744,45011,10.0,Classic (2X)|Classic (2X)|Suite (4X)|Deluxe (3X)|Saver Single (X)|Saver Single (X)|Saver Double (X)|Saver Double (X),Classic (2X)|Classic (2X)|Suite (4X)|Deluxe (3X)|Saver Single (X)|Saver Single (X)|Saver Double (X)|Saver Double (X)
22745,9162,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22746,102901,8.75,Standard Double|Standard Twin|Deluxe Twin|Deluxe Twin|Classic (2X)|Standard King|Suite Triple|Deluxe King|Deluxe King|Suite Family,Standard Double|Standard Twin|Deluxe Twin|Deluxe Twin|Standard King|Suite Triple|Deluxe King|Deluxe King|Suite Family
22747,80471,10.0,SPOT ON,SPOT ON
22748,47233,10.0,Classic (2X)|Suite (4X)|Deluxe (3X),Classic (2X)|Suite (4X)|Deluxe (3X)
22749,11530,10.0,Classic (2X),Classic (2X)
22750,84375,8.0,Two Bedroom Deluxe Apartment|Two Bedroom Deluxe Apartment|Classic (2X)|Standard Studio|Three Bedroom Deluxe Apartment|Three Bedroom Deluxe Apartment|One Bedroom Deluxe Apartment|One Bedroom Deluxe Apartment,Two Bedroom Deluxe Apartment|Two Bedroom Deluxe Apartment|Standard Studio|Three Bedroom Deluxe Apartment|Three Bedroom Deluxe Apartment|One Bedroom Deluxe Apartment|One Bedroom Deluxe Apartment
22751,59079,10.0,Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Double (X),Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Double (X)
22752,50256,6.666666666666666,Classic (2X)|Deluxe (3X)|Saver Double (X),Classic (2X)|Deluxe (3X)|
22753,49848,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
22754,73721,10.0,Classic (2X)|Suite (4X)|Deluxe (3X),Classic (2X)|Suite (4X)|Deluxe (3X)
22755,88259,10.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON
22756,91544,10.0,Classic (2X),Classic (2X)
22757,90020,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22758,88999,10.0,SPOT ON|SPOT ON NON-AC,SPOT ON|SPOT ON NON-AC
22759,47736,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22760,53569,10.0,Classic (2X),Classic (2X)
22761,16455,10.0,Classic (2X),Classic (2X)
22762,97816,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
22763,57605,10.0,Philippines Suite Family|Standard Bunk 4 Bed|Philippines Deluxe Double ,Philippines Suite Family|Standard Bunk 4 Bed|Philippines Deluxe Double 
22764,83734,10.0,Classic (2X),Classic (2X)
22765,49072,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
22766,92582,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22767,94863,10.0,Classic (2X),Classic (2X)
22768,54306,10.0,Indonesia Suite Double|Indonesia Deluxe Double|Indonesia Deluxe Single,Indonesia Suite Double|Indonesia Deluxe Double|Indonesia Deluxe Single
22769,97068,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22770,55184,10.0,Classic (2X),Classic (2X)
22771,61155,6.666666666666666,SPOT ON|SPOT ON|Classic (2X)|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON|SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC
22772,57141,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22773,52498,10.0,Classic (2X)|Classic (2X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
22774,8974,10.0,Classic (2X),Classic (2X)
22775,38455,0.0,Classic (2X),
22776,75836,0.0,Classic (2X),
22777,10892,0.0,Classic (2X)|Classic (2X),
22778,37726,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22779,98964,5.0,Vietnam Studio Apartment|Classic (2X),Vietnam Studio Apartment|
22780,103509,0.0,NON AC Saver|Saver Double (X)|Deluxe (3X)|Classic (2X),
22781,93603,10.0,Vietnam Studio Apartment|Vietnam Deluxe Studio Apartment,Vietnam Studio Apartment|Vietnam Deluxe Studio Apartment
22782,51457,0.0,Classic (2X),
22783,87185,5.0,Indonesia Standard Single|Indonesia Deluxe Double,Indonesia Deluxe Double
22784,10636,0.0,Deluxe (3X)|Classic (2X),
22785,81346,5.0,Saver Double (X)|Classic (2X),Saver Double (X)|
22786,84977,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
22787,75392,0.0,Classic (2X),
22788,94559,10.0,Superior Triple|Vietnam Superior Double,Superior Triple|Vietnam Superior Double
22789,83337,8.75,Double Room|Twin with shared Washroom|One Bedroom Apartment (2 adults)|3 Bedroom Apartment|Twin Room|Double Room with Shared Washroom|Two Bedroom Apartment (4 adults)|Classic (2X),Double Room|Twin with shared Washroom|One Bedroom Apartment (2 adults)|3 Bedroom Apartment|Twin Room|Double Room with Shared Washroom|Two Bedroom Apartment (4 adults)|
22790,15406,0.0,Deluxe (3X)|Classic (2X),
22791,86189,10.0,Standard Single Room|Standard Single Room|Standard Twin Room|Standard Twin Room|Standard Triple Room|Standard Triple Room|Standard Double Room|Standard Double Room,Standard Single Room|Standard Single Room|Standard Twin Room|Standard Twin Room|Standard Triple Room|Standard Triple Room|Standard Double Room|Standard Double Room
22792,45897,6.666666666666666,Classic (2X)|Indonesia Standard Single|Indonesia Standard Double,Indonesia Standard Single|Indonesia Standard Double
22793,99169,0.0,Classic (2X),
22794,308,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22795,97968,10.0,Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Standard Double|Indonesia Standard Twin,Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Standard Double|Indonesia Standard Twin
22796,99906,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22797,162,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22798,61014,10.0,Classic (2X),Classic (2X)
22799,44575,10.0,Classic (2X)|Classic (2X)|Suite (4X)|Saver Double (X)|Deluxe (3X),Classic (2X)|Classic (2X)|Suite (4X)|Saver Double (X)|Deluxe (3X)
22800,84797,10.0,Classic (2X),Classic (2X)
22801,14644,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22802,52523,3.333333333333333,Classic (2X)|Deluxe (3X)|Suite (4X),Classic (2X)|
22803,37701,10.0,Classic (2X),Classic (2X)
22804,84659,10.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON NON-AC
22805,87950,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22806,81799,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22807,55673,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22808,89010,6.666666666666666,Classic (2X)|Classic (2X)|Deluxe (3X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
22809,53856,10.0,Indonesia Suite Double|Indonesia Suite Double|Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Suite Family|Indonesia Standard Double|Indonesia Standard Double,Indonesia Suite Double|Indonesia Suite Double|Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Suite Family|Indonesia Standard Double|Indonesia Standard Double
22810,41605,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22811,48937,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
22812,41720,10.0,Classic (2X)|Deluxe (3X)|Suite (4X),Classic (2X)|Deluxe (3X)|Suite (4X)
22813,36483,10.0,Classic (2X),Classic (2X)
22814,4924,10.0,Classic (2X)|Saver Double (X)|Deluxe (3X),Classic (2X)|Saver Double (X)|Deluxe (3X)
22815,53243,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
22816,79861,10.0,Classic (2X)|Suite (4X),Classic (2X)|Suite (4X)
22817,89421,10.0,Classic (2X),Classic (2X)
22818,27241,10.0,Classic (2X),Classic (2X)
22819,83922,10.0,SPOT ON|SPOT ON NON-AC,SPOT ON|SPOT ON NON-AC
22820,91693,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22821,80629,6.666666666666666,Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Suite Double|Indonesia Standard Double,Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Suite Double|
22822,80775,10.0,Indonesia Standard Single|Indonesia Standard Double,Indonesia Standard Single|Indonesia Standard Double
22823,94492,10.0,Classic (2X),Classic (2X)
22824,58002,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22825,13474,10.0,Classic (2X),Classic (2X)
22826,96337,10.0,Classic (2X),Classic (2X)
22827,39161,10.0,Classic (2X),Classic (2X)
22828,59968,10.0,Classic (2X)|Deluxe (3X)|Suite (4X),Classic (2X)|Deluxe (3X)|Suite (4X)
22829,96463,10.0,Thailand Standard Single|Deluxe Double|Deluxe Twin|Thailand Family Suite,Thailand Standard Single|Deluxe Double|Deluxe Twin|Thailand Family Suite
22830,54444,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
22831,74815,10.0,SPOT ON SAVER|SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON SAVER|SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON NON-AC
22832,93620,10.0,SPOT ON NON-AC,SPOT ON NON-AC
22833,99594,10.0,Family Room|Triple Room|Standard Studio Twin|Quadruple Room,Family Room|Triple Room|Standard Studio Twin|Quadruple Room
22834,36790,10.0,Deluxe (3X)|Suite (4X)|Classic (2X),Deluxe (3X)|Suite (4X)|Classic (2X)
22835,101129,10.0,Deluxe Double|1 Bedroom Suite|2 Bedroom Suite|Superior Double,Deluxe Double|1 Bedroom Suite|2 Bedroom Suite|Superior Double
22836,59802,8.571428571428571,Deluxe Twin|Standard Double|Suite Triple|Suite Family|Standard Twin|Deluxe Double|Classic (2X),Deluxe Twin|Standard Double|Suite Triple|Suite Family|Standard Twin|Deluxe Double|
22837,98114,10.0,Deluxe Queen|Deluxe Twin|Deluxe King,Deluxe Queen|Deluxe Twin|Deluxe King
22838,79864,7.5,Suite (4X)|Saver Double (X)|Saver Single (X)|Classic (2X),Suite (4X)|Saver Double (X)|Saver Single (X)|
22839,101692,10.0,Philippines Superior Double|Premier Family Room|Standard Quadruple|Philippines Standard Double |Superior Family Room,Philippines Superior Double|Premier Family Room|Standard Quadruple|Philippines Standard Double |Superior Family Room
22840,99903,8.0,Standard Two Beds|Classic (2X)|Superior Two beds|Standard|Superior,Standard Two Beds|Superior Two beds|Standard|Superior
22841,99616,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
22842,40671,10.0,Saver Single (X)|Saver Single (X)|Saver Double (X),Saver Single (X)|Saver Single (X)|Saver Double (X)
22843,49398,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
22844,74365,0.0,Classic (2X),
22845,11646,0.0,Classic (2X)|Classic (2X),
22846,81211,0.0,Classic (2X),
22847,3025,0.0,Classic (2X),
22848,59231,0.0,SPOT ON Basic|SPOT ON Basic,
22849,92292,7.5,Deluxe Family Vietnam|Vietnam Deluxe Double|Vietnam Superior Double|Vietnam Superior Double|Classic (2X),Deluxe Family Vietnam|Vietnam Deluxe Double|Vietnam Superior Double|Vietnam Superior Double|
22850,13443,0.0,Classic (2X),
22851,52205,0.0,Classic (2X),
22852,52489,NaN,,
22853,18382,0.0,Deluxe (3X)|Deluxe (3X)|Classic (2X),
22854,54433,8.571428571428571,Standard Twin|Standard Single - Malaysia|Classic (2X)|Standard King|Suite Triple|Suite Family|Deluxe King,Standard Twin|Standard Single - Malaysia|Standard King|Suite Triple|Suite Family|Deluxe King
22855,75077,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
22856,104386,0.0,Classic (2X),
22857,104555,0.0,Classic (2X),
22858,14098,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22859,79886,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22860,49792,10.0,Classic (2X),Classic (2X)
22861,101419,10.0,Premier Family Room|Philippines Deluxe Double |Superior Family Room,Premier Family Room|Philippines Deluxe Double |Superior Family Room
22862,103669,3.333333333333333,King Bed|2 Full Bed|2 Queen Bed,King Bed|
22863,40660,10.0,Classic (2X)|Classic (2X)|Saver Single (X),Classic (2X)|Classic (2X)|Saver Single (X)
22864,40840,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22865,90034,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22866,20016,10.0,Classic (2X),Classic (2X)
22867,45461,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22868,13350,10.0,Classic (2X),Classic (2X)
22869,12090,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22870,35597,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22871,40685,10.0,Classic (2X)|Saver Double (X)|Saver Single (X)|Deluxe (3X),Classic (2X)|Saver Double (X)|Saver Single (X)|Deluxe (3X)
22872,88124,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22873,39037,10.0,Classic (2X),Classic (2X)
22874,84634,10.0,Classic (2X),Classic (2X)
22875,89142,10.0,Vietnam Deluxe Double|Vietnam Superior Double,Vietnam Deluxe Double|Vietnam Superior Double
22876,3011,10.0,Classic (2X),Classic (2X)
22877,36216,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22878,44153,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
22879,75389,10.0,Classic (2X),Classic (2X)
22880,51148,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
22881,2125,0.0,Classic (2X)|Classic (2X),
22882,59225,5.0,Classic (2X)|Saver Double (X),Saver Double (X)
22883,40674,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
22884,27390,0.0,Saver Single (X)|Classic (2X)|Classic (2X),
22885,94081,0.0,Classic (2X),
22886,59844,0.0,Classic (2X)|Classic (2X),
22887,80882,0.0,Classic (2X),
22888,85863,10.0,Suite (4X)|Deluxe (3X)|Deluxe (3X),Suite (4X)|Deluxe (3X)|Deluxe (3X)
22889,73564,0.0,Classic (2X),
22890,102741,0.0,Classic (2X),
22891,60705,0.0,Classic (2X),
22892,95746,0.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC,
