,hotel_id,mrc_images_score,actual_room_categories,images_available_for_categories
3320,97980,10.0,Classic (2X),Classic (2X)
3321,91148,10.0,SPOT ON|SPOT ON,SPOT ON|SPOT ON
3322,41611,10.0,Classic (2X),Classic (2X)
3323,52507,10.0,Classic (2X),Classic (2X)
3324,103231,10.0,Standard Double Room|Standard Family Room for 4|UA Twin Wet Room|Standard Twin Room,Standard Double Room|Standard Family Room for 4|UA Twin Wet Room|Standard Twin Room
3325,92628,10.0,Japanese Room with Shared Washroom - Quadruple  (Non-Smoking)|Japanese Room- Single Occupancy with Shared Washroom (Non Smoking)|Japanese Room with Shared Washroom - Twin (Non-Smoking),Japanese Room with Shared Washroom - Quadruple  (Non-Smoking)|Japanese Room- Single Occupancy with Shared Washroom (Non Smoking)|Japanese Room with Shared Washroom - Twin (Non-Smoking)
3326,37291,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3327,42691,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3328,90659,10.0,Classic (2X),Classic (2X)
3329,57499,10.0,SPOT ON Basic|SPOT ON,SPOT ON Basic|SPOT ON
3330,39530,0.0,Classic (2X),
3331,13469,0.0,Classic (2X),
3332,77201,0.0,Classic (2X),
3333,91244,0.0,Classic (2X),
3334,100984,0.0,Suite Double|Deluxe Twin Room|Standard Twin Room|Standard Double|Deluxe Double,
3335,94830,0.0,SPOT ON Single|Classic (2X),
3336,5386,0.0,Classic (2X)|Classic (2X),
3337,1361,0.0,Classic (2X),
3338,9284,0.0,Classic (2X),
3339,4238,0.0,Classic (2X)|Classic (2X),
3340,7048,0.0,Classic (2X)|Classic (2X),
3341,102657,0.0,Classic (2X),
3342,19617,0.0,Classic (2X),
3343,8851,0.0,Classic (2X),
3344,78416,0.0,Classic (2X),
3345,56911,0.0,Classic (2X),
3346,55089,0.0,Classic (2X),
3347,91874,0.0,Classic (2X)|Classic (2X),
3348,87506,NaN,,
3349,5861,0.0,Classic (2X)|Classic (2X),
3350,9149,0.0,Classic (2X),
3351,14858,0.0,Classic (2X),
3352,12766,0.0,Classic (2X),
3353,15885,0.0,Classic (2X)|Classic (2X),
3354,7360,0.0,Classic (2X)|Classic (2X),
3355,98894,0.0,SPOT ON NON-AC|SPOT ON NON-AC,
3356,1063,0.0,Classic (2X)|Classic (2X),
3357,100829,0.0,Classic (2X),
3358,14549,0.0,Classic (2X),
3359,57896,0.0,Classic (2X)|Classic (2X),
3360,5855,0.0,Saver Double (X)|Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),
3361,13826,0.0,Classic (2X)|Classic (2X),
3362,5397,0.0,Classic (2X),
3363,60132,0.0,Classic (2X),
3364,78579,0.0,Classic (2X)|Classic (2X),
3365,44120,0.0,Classic (2X),
3366,61946,0.0,Classic (2X),
3367,11067,0.0,Classic (2X),
3368,100995,0.0,Saver Double (X)|Classic (2X),
3369,83653,0.0,Classic (2X),
3370,48035,0.0,Classic (2X),
3371,103816,0.0,Classic (2X),
3372,787,0.0,Classic (2X)|Classic (2X),
3373,19744,0.0,Classic (2X)|Classic (2X),
3374,57142,0.0,Classic (2X),
3375,60555,6.25,Standard Single - Malaysia|Standard Twin|Suite Family|Deluxe Twin|Deluxe Double|Suite Triple|Standard Double|Standard Double|Deluxe Single,Standard Single - Malaysia|Deluxe Double|Suite Triple|Standard Double|Standard Double|Deluxe Single
3376,53341,10.0,Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X),Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X)
3377,100777,10.0,Standard Two Beds|Standard,Standard Two Beds|Standard
3378,91521,10.0,Suite (4X)|Classic (2X)|Deluxe (3X),Suite (4X)|Classic (2X)|Deluxe (3X)
3379,86554,10.0,Suite (4X)|Classic (2X)|Deluxe (3X),Suite (4X)|Classic (2X)|Deluxe (3X)
3380,75065,10.0,Suite (4X)|Suite (4X)|Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X),Suite (4X)|Suite (4X)|Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X)
3381,50559,10.0,Suite Double|Suite Family|Deluxe Double|Deluxe Double|Standard Double|Deluxe Twin|Standard Twin,Suite Double|Suite Family|Deluxe Double|Deluxe Double|Standard Double|Deluxe Twin|Standard Twin
3382,39635,10.0,Suite (4X)|Deluxe (3X)|Classic (2X),Suite (4X)|Deluxe (3X)|Classic (2X)
3383,27381,10.0,Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X),Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X)
3384,9257,0.0,Classic (2X)|Classic (2X),
3385,16120,0.0,Classic (2X),
3386,44256,0.0,Classic (2X),
3387,4183,0.0,Classic (2X)|Classic (2X),
3388,89887,10.0,Monthly Deluxe single Room ,Monthly Deluxe single Room 
3389,39897,0.0,Classic (2X),
3390,42296,0.0,Classic (2X),
3391,1610,0.0,Classic (2X),
3392,13296,10.0,SPOT ON NON-AC SAVER|SPOT ON|SPOT ON NON-AC,SPOT ON NON-AC SAVER|SPOT ON|SPOT ON NON-AC
3393,95841,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3394,40676,10.0,SPOT ON|SPOT ON,SPOT ON|SPOT ON
3395,80468,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
3396,49181,10.0,Classic (2X)|Deluxe (3X)|Saver Double (X),Classic (2X)|Deluxe (3X)|Saver Double (X)
3397,74452,10.0,Classic (2X)|Suite (4X)|Deluxe (3X),Classic (2X)|Suite (4X)|Deluxe (3X)
3398,97017,10.0,Standard Two Beds|Superior,Standard Two Beds|Superior
3399,78181,10.0,Suite (4X)|Classic (2X),Suite (4X)|Classic (2X)
3400,80915,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
3401,101548,10.0,2 Queen Bed Smoking|King Bed Smoking|King Bed|2 Queen Bed,2 Queen Bed Smoking|King Bed Smoking|King Bed|2 Queen Bed
3402,89161,8.333333333333334,Deluxe Double|Standard Twin|Classic (2X)|Premiere Deluxe Double|1 Bedroom Suite|Standard Double,Deluxe Double|Standard Twin|Premiere Deluxe Double|1 Bedroom Suite|Standard Double
3403,60715,10.0,Indonesia Deluxe Double|Indonesia Suite Double,Indonesia Deluxe Double|Indonesia Suite Double
3404,82414,10.0,Suite (4X)|Classic (2X)|Classic (2X)|Deluxe (3X),Suite (4X)|Classic (2X)|Classic (2X)|Deluxe (3X)
3405,96170,8.0,Vietnam 1 Bedroom Deluxe Apartment|Classic (2X)|Vietnam 2 Bedroom Deluxe Apartment|Vietnam 3 Bedroom Deluxe Apartment|Vietnam 2 Bedroom Apartment,Vietnam 1 Bedroom Deluxe Apartment|Vietnam 2 Bedroom Deluxe Apartment|Vietnam 3 Bedroom Deluxe Apartment|Vietnam 2 Bedroom Apartment
3406,97931,10.0,Standard Twin|Standard Double,Standard Twin|Standard Double
3407,99430,10.0,Deluxe Double|Premiere Deluxe Double|Premiere Deluxe Double|Deluxe Twin,Deluxe Double|Premiere Deluxe Double|Premiere Deluxe Double|Deluxe Twin
3408,76387,10.0,One Bedroom Apartment|Two Bedroom Apartment|Three Bedroom Apartment,One Bedroom Apartment|Two Bedroom Apartment|Three Bedroom Apartment
3409,79115,10.0,Suite (4X)|Classic (2X)|Classic (2X),Suite (4X)|Classic (2X)|Classic (2X)
3410,74297,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3411,99562,6.666666666666666,Deluxe Double|Thailand Family Suite|Deluxe Triple|6 Bed Family room|Classic (2X)|Deluxe Twin,Deluxe Double|Thailand Family Suite|Deluxe Triple|Deluxe Twin
3412,97478,10.0,1 Bedroom Apartment Sri Lanka|Standard Family Sri Lanka,1 Bedroom Apartment Sri Lanka|Standard Family Sri Lanka
3413,749,0.0,Classic (2X)|Classic (2X),
3414,20313,0.0,Classic (2X),
3415,4335,0.0,Classic (2X),
3416,14041,0.0,Classic (2X),
3417,96564,5.0,Indonesia Deluxe Double|Delux Family,Delux Family
3418,88669,0.0,Classic (2X),
3419,3275,0.0,Classic (2X)|Classic (2X),
3420,4501,0.0,Classic (2X),
3421,96280,6.666666666666666,Classic (2X)|Vietnam Superior Double|Superior Family,Vietnam Superior Double|Superior Family
3422,82088,0.0,Classic (2X),
3423,75816,0.0,Classic (2X),
3424,3098,0.0,Classic (2X),
3425,54269,6.0,Classic (2X)|Indonesia Standard Single|Indonesia Standard Twin|Indonesia Deluxe Double|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Deluxe Double|Indonesia Standard Double
3426,78530,0.0,Classic (2X),
3427,46622,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3428,73712,5.0,Classic (2X)|Indonesia Standard Double,Indonesia Standard Double
3429,91068,0.0,Classic (2X),
3430,100957,6.666666666666666,Triple Room without AC (1 Double bed + 1 Single bed)|Classic (2X)|Triple Room (1 Double bed + 1 Single bed)|Double Room without AC|Quadruple Room (1 Double bed + 2 Single beds)|Double Room,Triple Room (1 Double bed + 1 Single bed)|Double Room without AC|Quadruple Room (1 Double bed + 2 Single beds)|Double Room
3431,54578,0.0,Classic (2X),
3432,73563,0.0,Classic (2X)|Classic (2X),
3433,47842,6.666666666666666,Classic (2X)|Indonesia Standard Twin|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Double
3434,16612,0.0,Classic (2X),
3435,39787,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3436,81359,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON Deluxe,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER|SPOT ON Deluxe
3437,82372,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3438,97638,10.0,Indonesia Standard Double|Indonesia Standard Twin,Indonesia Standard Double|Indonesia Standard Twin
3439,83010,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3440,36162,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3441,75647,5.0,SPOT ON NON-AC|Classic (2X),SPOT ON NON-AC|
3442,92241,10.0,Deluxe (3X),Deluxe (3X)
3443,47401,10.0,Deluxe (3X)|Saver Double (X),Deluxe (3X)|Saver Double (X)
3444,561,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3445,92117,10.0,SPOT ON Deluxe|SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON Deluxe|SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC
3446,53363,10.0,Deluxe (3X)|Deluxe (3X)|Suite (4X)|Suite (4X),Deluxe (3X)|Deluxe (3X)|Suite (4X)|Suite (4X)
3447,91209,10.0,Indonesia Standard Double,Indonesia Standard Double
3448,83722,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3449,62324,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3450,6118,0.0,Deluxe (3X)|Classic (2X)|Classic (2X),
3451,47378,0.0,Classic (2X),
3452,42456,10.0,Saver Double (X)|Classic (2X)|Saver Single (X)|Saver Single (X),Saver Double (X)|Classic (2X)|Saver Single (X)|Saver Single (X)
3453,86582,5.0,SPOT ON SAVER|SPOT ON Double,SPOT ON SAVER|
3454,83165,10.0,SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC
3455,50388,10.0,Saver Double (X)|Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X)
3456,43207,0.0,Classic (2X),
3457,9876,0.0,Classic (2X),
3458,43961,5.0,Deluxe (3X)|Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3459,20330,0.0,Classic (2X)|Classic (2X),
3460,54840,7.5,Full Bed|Classic (2X)|King Bed|King Bed|2 Full Bed|2 Full Bed,Full Bed|King Bed|King Bed|2 Full Bed|2 Full Bed
3461,100940,0.0,Deluxe (3X)|Classic (2X),
3462,1632,0.0,Classic (2X),
3463,859,0.0,Classic (2X)|Classic (2X),
3464,78808,5.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3465,96167,0.0,Classic (2X)|Classic (2X),
3466,88959,0.0,Classic (2X),
3467,6253,0.0,Classic (2X)|Classic (2X),
3468,75515,0.0,Classic (2X),
3469,104253,0.0,Classic (2X),
3470,52320,0.0,Classic (2X),
3471,93754,10.0,SPOT ON|SPOT ON Basic,SPOT ON|SPOT ON Basic
3472,80158,6.666666666666666,Classic (2X)|Superior Double|Superior Double|Superior Twin,Superior Double|Superior Double|Superior Twin
3473,84059,0.0,SPOT ON NON-AC|SPOT ON,
3474,46976,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3475,94969,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3476,54272,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3477,88239,10.0,Classic (2X)|Classic (2X)|Saver Single (X),Classic (2X)|Classic (2X)|Saver Single (X)
3478,58648,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3479,45013,10.0,Classic (2X),Classic (2X)
3480,52317,10.0,Classic (2X),Classic (2X)
3481,38139,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3482,76547,10.0,Classic (2X),Classic (2X)
3483,42448,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3484,51746,10.0,Classic (2X),Classic (2X)
3485,56367,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3486,78620,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3487,101528,0.0,Deluxe (3X),
3488,77447,10.0,SPOT ON SAVER|SPOT ON|SPOT ON|SPOT ON Deluxe,SPOT ON SAVER|SPOT ON|SPOT ON|SPOT ON Deluxe
3489,75208,10.0,Suite (4X),Suite (4X)
3490,104245,10.0,Standard Bunk 8 Bed|Philippines Standard Double |Standard Quadruple,Standard Bunk 8 Bed|Philippines Standard Double |Standard Quadruple
3491,90047,10.0,Deluxe (3X),Deluxe (3X)
3492,88956,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3493,87167,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3494,1638,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3495,6858,10.0,Classic (2X),Classic (2X)
3496,7910,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3497,38285,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3498,51729,10.0,Classic (2X)|Classic (2X)|Saver Double (X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)|Saver Double (X)
3499,12843,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3500,76575,10.0,Classic (2X),Classic (2X)
3501,85218,10.0,Classic (2X),Classic (2X)
3502,15504,0.0,Classic (2X),
3503,56668,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3504,58634,10.0,Classic (2X)|SPOT ON,Classic (2X)|SPOT ON
3505,15214,0.0,Classic (2X)|Classic (2X),
3506,84031,0.0,Indonesia Standard Double|SPOT ON Double|SPOT ON Double,
3507,7170,0.0,Classic (2X)|Classic (2X),
3508,46374,0.0,Classic (2X),
3509,1365,0.0,Classic (2X)|Classic (2X),
3510,104518,0.0,SPOT ON NON-AC|SPOT ON,
3511,80454,0.0,Classic (2X),
3512,80569,0.0,Deluxe with View|Deluxe (3X)|Classic (2X),
3513,7896,0.0,Classic (2X),
3514,73709,0.0,Classic (2X),
3515,997,0.0,Classic (2X)|Classic (2X),
3516,94494,0.0,Classic (2X),
3517,4172,0.0,Classic (2X)|Classic (2X),
3518,9384,0.0,Classic (2X),
3519,49957,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3520,88534,0.0,Classic (2X),
3521,100181,10.0,Classic (2X),Classic (2X)
3522,16907,0.0,Classic (2X),
3523,14182,0.0,Classic (2X)|Classic (2X),
3524,18651,0.0,Classic (2X)|Classic (2X),
3525,87457,10.0,Classic (2X),Classic (2X)
3526,53220,10.0,Classic (2X),Classic (2X)
3527,39000,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3528,61151,10.0,Classic (2X),Classic (2X)
3529,52359,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3530,49794,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3531,60693,10.0,SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC
3532,37062,10.0,Classic (2X),Classic (2X)
3533,55321,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3534,46675,10.0,Classic (2X),Classic (2X)
3535,88655,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3536,89881,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3537,85969,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3538,97669,10.0,SPOT ON Twin|SPOT ON Double,SPOT ON Twin|SPOT ON Double
3539,96603,10.0,Suite (4X)|Classic (2X)|Classic (2X)|Deluxe (3X),Suite (4X)|Classic (2X)|Classic (2X)|Deluxe (3X)
3540,37827,10.0,Suite (4X)|Classic (2X)|Deluxe (3X),Suite (4X)|Classic (2X)|Deluxe (3X)
3541,96440,10.0,Standard Three beds|Standard|Standard Two Beds,Standard Three beds|Standard|Standard Two Beds
3542,57866,10.0,2 King Bed|2 Queen Bed Smoking|Queen Bed Smoking|Premium King Bed|King Bed|King Bed|2 Queen Bed|King Bed Smoking|King Bed Accessible,2 King Bed|2 Queen Bed Smoking|Queen Bed Smoking|Premium King Bed|King Bed|King Bed|2 Queen Bed|King Bed Smoking|King Bed Accessible
3543,87662,10.0,Philippines Superior Double|Standard Triple|Philippines Superior Twin|Premier Family Room|Superior Family Room|Philippines Standard Single  ,Philippines Superior Double|Standard Triple|Philippines Superior Twin|Premier Family Room|Superior Family Room|Philippines Standard Single  
3544,75031,10.0,Suite (4X)|Classic (2X)|Classic (2X),Suite (4X)|Classic (2X)|Classic (2X)
3545,86886,10.0,Grande Room (Smoking)|Twin Room|Semi Double Room Non Smoking|Grande Room (Non Smoking)|Double Room,Grande Room (Smoking)|Twin Room|Semi Double Room Non Smoking|Grande Room (Non Smoking)|Double Room
3546,43657,10.0,Indonesia Suite Family|Indonesia Standard Single|Indonesia Standard Twin|Indonesia Standard Double,Indonesia Suite Family|Indonesia Standard Single|Indonesia Standard Twin|Indonesia Standard Double
3547,82538,0.0,Classic (2X),
3548,73414,10.0,Twin Compact (Non-Smoking)|Single Room|Twin Room|Twin Room Smoking|Single Room Smoking|Twin Compact (Smoking)|Double Room Smoking|Double Room,Twin Compact (Non-Smoking)|Single Room|Twin Room|Twin Room Smoking|Single Room Smoking|Twin Compact (Smoking)|Double Room Smoking|Double Room
3549,86740,10.0,Indonesia Deluxe Single,Indonesia Deluxe Single
3550,85809,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3551,59081,10.0,Saver Single (X)|Classic (2X)|Classic (2X),Saver Single (X)|Classic (2X)|Classic (2X)
3552,37664,10.0,Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X)
3553,50967,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3554,103300,0.0,Classic (2X),
3555,53993,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3556,94342,10.0,Vietnam Deluxe Double|Vietnam Standard Double,Vietnam Deluxe Double|Vietnam Standard Double
3557,98817,10.0,SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON|SPOT ON NON-AC|SPOT ON NON-AC
3558,17776,10.0,Classic (2X),Classic (2X)
3559,90632,10.0,Monthly Deluxe Double Room |Monthly Deluxe single Room ,Monthly Deluxe Double Room |Monthly Deluxe single Room 
3560,55470,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
3561,95720,10.0,Standard Two Beds Ocean View|Standard Three beds|Standard Two Beds|Superior double Ocean View,Standard Two Beds Ocean View|Standard Three beds|Standard Two Beds|Superior double Ocean View
3562,48728,5.0,Indonesia Deluxe Double|Indonesia Standard Single|Indonesia Deluxe Single|Classic (2X),Indonesia Deluxe Double|Indonesia Standard Single|
3563,77478,10.0,Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Suite Double|Indonesia Suite Double|Indonesia Standard Double|Indonesia Standard Double|Indonesia Suite Triple,Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Suite Double|Indonesia Suite Double|Indonesia Standard Double|Indonesia Standard Double|Indonesia Suite Triple
3564,80012,10.0,Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X),Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X)
3565,93006,8.0,Vietnam 1 Bedroom Deluxe Apartment|Classic (2X)|Vietnam 1 Bedroom Apartment|Mini Apartment|Vietnam 2 Bedroom Apartment,Vietnam 1 Bedroom Deluxe Apartment|Vietnam 1 Bedroom Apartment|Mini Apartment|Vietnam 2 Bedroom Apartment
3566,42594,10.0,Suite (4X)|Deluxe (3X)|Classic (2X)|Saver Double (X),Suite (4X)|Deluxe (3X)|Classic (2X)|Saver Double (X)
3567,62625,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
3568,89108,5.0,Deluxe Double|Thailand Family Suite|Premiere Deluxe Double|Deluxe Twin,Deluxe Double|Deluxe Twin
3569,96896,10.0,Standard Triple|Standard Two Beds|Family Room|Standard,Standard Triple|Standard Two Beds|Family Room|Standard
3570,100929,0.0,Deluxe (3X) Pool View|Deluxe (3X) Pool View,
3571,101680,0.0,Standard Double,
3572,82110,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3573,61756,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3574,90008,0.0,Classic (2X),
3575,89260,0.0,Monthly Deluxe single Room |Monthly Deluxe Double Room ,
3576,85111,0.0,Classic (2X)|Classic (2X),
3577,78215,0.0,Classic (2X),
3578,43348,0.0,Classic (2X),
3579,100614,2.5,Monthly standard single Room |Monthly standard Double Room |Monthly Deluxe Double Room |Indonesia Standard Double|Indonesia Standard Double,Indonesia Standard Double|Indonesia Standard Double
3580,94536,10.0,Standard Twin|Standard Twin|Suite Family|Suite Triple|Suite Triple|Standard Double|Standard Double,Standard Twin|Standard Twin|Suite Family|Suite Triple|Suite Triple|Standard Double|Standard Double
3581,11046,0.0,Classic (2X),
3582,92379,5.0,Triple Room (1 Double bed + 1 Single bed)|Quadruple Room (1 Double bed + 2 Single beds),Triple Room (1 Double bed + 1 Single bed)|
3583,86855,10.0,Vietnam Standard Twin|Vietnam Standard Double,Vietnam Standard Twin|Vietnam Standard Double
3584,10171,0.0,Classic (2X)|Classic (2X),
3585,79984,0.0,Classic (2X),
3586,49904,0.0,Classic (2X),
3587,5373,0.0,Classic (2X),
3588,5806,0.0,Classic (2X)|Classic (2X),
3589,94505,7.5,Deluxe Family Vietnam|Vietnam Standard Double|Vietnam Superior Twin|Vietnam Deluxe Double,Deluxe Family Vietnam|Vietnam Superior Twin|Vietnam Deluxe Double
3590,101525,5.0,Classic (2X)|Spot on Standard Double	|Spot on Deluxe Double|Spot on Deluxe Family,Spot on Deluxe Double|Spot on Deluxe Family
3591,2811,0.0,Classic (2X)|Classic (2X),
3592,50683,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3593,77025,6.666666666666666,Classic (2X)|Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
3594,83145,0.0,Classic (2X),
3595,53521,10.0,Saver Double (X)|Classic (2X)|Classic (2X)|Suite (4X),Saver Double (X)|Classic (2X)|Classic (2X)|Suite (4X)
3596,3750,0.0,Classic (2X)|Classic (2X),
3597,59953,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
3598,9997,0.0,Classic (2X),
3599,59669,10.0,SPOT ON NON-AC|SPOT ON Deluxe,SPOT ON NON-AC|SPOT ON Deluxe
3600,61888,0.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC SAVER,
3601,4895,10.0,Saver Double (X)|Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X),Saver Double (X)|Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X)
3602,15571,0.0,Classic (2X),
3603,82979,0.0,Classic (2X),
3604,95093,10.0,SPOT ON Double|SPOT ON SAVER,SPOT ON Double|SPOT ON SAVER
3605,55774,10.0,Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Deluxe Double,Indonesia Standard Twin|Indonesia Standard Twin|Indonesia Deluxe Twin|Indonesia Deluxe Twin|Indonesia Deluxe Double|Indonesia Deluxe Double
3606,75093,6.666666666666666,Indonesia Standard Twin|Classic (2X)|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Double
3607,92705,10.0,Bed in 8-Bed Mixed Dorm Room|Bed in 6-Bed Mixed Dorm Room,Bed in 8-Bed Mixed Dorm Room|Bed in 6-Bed Mixed Dorm Room
3608,77461,10.0,Saver Single (X)|Classic (2X)|Classic (2X),Saver Single (X)|Classic (2X)|Classic (2X)
3609,73265,10.0,Indonesia Standard Double,Indonesia Standard Double
3610,89381,10.0,Deluxe (3X),Deluxe (3X)
3611,41368,10.0,Deluxe (3X)|Saver Double (X)|Classic (2X),Deluxe (3X)|Saver Double (X)|Classic (2X)
3612,87797,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3613,57394,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Suite (4X),Deluxe (3X)|Deluxe (3X)|Classic (2X)|Suite (4X)
3614,76997,10.0,Suite Twin Indonesia|Indonesia Suite Double|Indonesia Standard Double,Suite Twin Indonesia|Indonesia Suite Double|Indonesia Standard Double
3615,58195,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3616,49049,10.0,Deluxe (3X)|Deluxe (3X),Deluxe (3X)|Deluxe (3X)
3617,75526,10.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON
3618,86287,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|NON AC Saver,Deluxe (3X)|Classic (2X)|Classic (2X)|NON AC Saver
3619,46768,10.0,Deluxe (3X),Deluxe (3X)
3620,53833,10.0,Indonesia Standard Double,Indonesia Standard Double
3621,92123,10.0,2 Full Bed|King Bed|Full Bed,2 Full Bed|King Bed|Full Bed
3622,56229,8.0,Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Suite Double|Indonesia Standard Twin|Indonesia Deluxe Twin,Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Suite Double|Indonesia Deluxe Twin
